date,A,B,C,D,E,F,G,H,J,K,L,M,N,O,P,Q,R,S,T,Power
1/20/20 00:00,1634.4018,1.1502,442.5516,-2.1546,139.482,10.4166,8.9748,1.4418,5.5404,8.8938,2074.6044,1.6524,2.592,363.366,0,0,0,0,0,18.549
1/21/20 00:00,1634.1912,1.215,442.6164,-2.3328,138.024,10.449,8.8938,1.539,5.4918,8.829,2074.1346,0.6966,1.3608,335.016,0,0,0,0,0,18.6462
1/22/20 00:00,1634.0292,1.1826,442.6002,-2.3976,137.862,10.4328,8.8776,1.5552,5.4918,8.7966,2074.0698,0.9882,2.3976,319.302,0,0,0,0,0,18.792
1/23/20 00:00,1633.9968,0.5994,442.0332,-2.6568,139.806,10.1574,8.7642,1.3932,5.427,8.6994,2076.7914,1.7982,2.3976,334.368,0,0,0,0,0,18.954
1/24/20 00:00,1633.9482,0.5346,441.9684,-2.43,141.588,10.1412,8.8614,1.2798,5.4756,8.7804,2076.9696,0.7938,2.268,339.552,0,0,0,0,0,19.1322
1/25/20 00:00,1633.6728,0.5508,442.0008,-2.4948,141.102,10.1412,8.829,1.3122,5.4594,8.7642,2076.5808,1.0206,2.1384,304.56,0,0,0,0,0,19.2942
1/26/20 00:00,1633.7538,0.3078,441.7578,-2.673,141.588,10.0278,8.7642,1.2636,5.4108,8.6994,2077.8606,1.4256,2.0736,316.548,0,0,0,0,0,19.44
1/27/20 00:00,1633.608,0.0486,441.4986,-2.754,142.722,9.9144,8.7318,1.1826,5.3946,8.667,2078.946,1.701,2.6568,296.622,0,0,0,0,0,19.5534
1/28/20 00:00,1633.4298,0.1782,441.6606,-2.6082,142.722,9.9792,8.7966,1.1826,5.427,8.7156,2078.0226,1.458,2.7864,323.838,0,0,0,0,0,19.6344
1/29/20 00:00,1633.4136,0.3564,441.8226,-2.6244,141.588,10.044,8.7804,1.2636,5.427,8.7156,2077.2288,1.0044,1.6848,200.718,0,0,0,0,0,19.6668
1/30/20 00:00,1633.3488,-0.0648,441.4176,-2.997,141.75,9.8658,8.6346,1.2312,5.3298,8.5698,2079.1404,0.9882,1.8144,285.93,0,0,0,0,0,19.6668
1/31/20 00:00,1633.4784,-0.3402,441.126,-2.8836,144.342,9.7362,8.6832,1.0692,5.3622,8.6022,2080.5984,0.81,1.62,249.48,0,0,0,0,0,19.6506
2/1/20 00:00,1633.3488,-0.162,441.3204,-2.8188,143.532,9.8172,8.6994,1.1178,5.3784,8.6346,2079.5454,0.7776,1.5876,170.91,0,0,0,0,0,19.5858
2/2/20 00:00,1633.527,-0.2592,441.207,-3.0456,142.722,9.7848,8.6184,1.1664,5.3298,8.5374,2080.323,0.9234,1.7496,106.2396,0,0,0,0,0,19.5372
2/3/20 00:00,1633.446,-0.3564,441.126,-2.9484,144.018,9.7362,8.6508,1.0854,5.346,8.586,2080.6308,0.4536,1.0368,576.882,0,0,0,0,0,19.4562
2/4/20 00:00,1633.608,-0.0972,441.369,-2.8674,142.884,9.8496,8.6832,1.1664,5.3784,8.6184,2079.6102,1.3122,3.726,232.794,0,0,0,0,0,19.3266
2/5/20 00:00,1633.5918,-0.2754,441.1908,-2.9322,143.532,9.7686,8.667,1.1178,5.346,8.586,2080.4364,0.6804,2.2356,309.906,0,0,0,0,0,19.1646
2/6/20 00:00,1633.7052,-0.081,441.369,-2.7702,143.37,9.8658,8.7318,1.134,5.3946,8.6508,2079.6426,0.7452,1.8468,75.3462,0,0,0,0,0,19.0188
2/7/20 00:00,1633.203,-0.3402,441.1422,-2.9808,143.694,9.7362,8.6346,1.1016,5.346,8.5698,2080.2906,0.5184,1.2312,323.352,0,0,0,0,0,18.9054
2/8/20 00:00,1633.0734,-1.2474,440.2674,-3.7422,144.504,9.3636,8.343,1.0044,5.1516,8.2782,2084.4702,2.592,3.888,347.004,0,0,0,0,0,18.8082
2/9/20 00:00,1633.1544,-1.5066,440.0082,-3.6612,146.772,9.2502,8.3754,0.8748,5.184,8.3106,2085.7824,1.944,3.1104,360.45,0,0,0,0,0,18.6948
2/10/20 00:00,1633.0248,-1.3932,440.1216,-3.5154,147.096,9.2826,8.4402,0.8586,5.2164,8.3754,2085.102,1.7496,2.3652,356.886,0,0,0,0,0,18.549
2/11/20 00:00,1633.2192,-1.4094,440.0892,-3.4992,147.258,9.2826,8.4402,0.8424,5.2164,8.3754,2085.3936,1.2798,2.2032,341.982,0,0,0,0,0,18.3708
2/12/20 00:00,1632.96,-1.6524,439.8624,-3.7422,147.258,9.1854,8.343,0.8424,5.1678,8.2782,2086.2846,2.9646,4.2768,353.322,0,0,0,0,0,18.1602
2/13/20 00:00,1632.5712,-1.863,439.6842,-3.8394,148.068,9.0882,8.3106,0.7776,5.1354,8.2458,2086.8192,1.8792,3.8232,384.426,0,0,0,0,0,17.9496
2/14/20 00:00,1632.7008,-1.7496,439.7814,-3.645,148.554,9.1368,8.3754,0.7614,5.184,8.3106,2086.398,0.7614,1.6848,46.656,0,0,0,0,0,17.7228
2/15/20 00:00,1632.717,-2.5758,438.9552,-4.7466,146.61,8.7966,7.9704,0.8424,4.9248,7.9056,2090.5452,1.3122,2.3004,268.434,0,0,0,0,0,17.496
2/16/20 00:00,1632.9924,-2.9484,438.5664,-4.7304,149.202,8.6508,7.9704,0.6804,4.9248,7.9056,2092.6188,1.1826,3.6288,234.576,0,0,0,0,0,17.2692
2/17/20 00:00,1632.8304,-2.9808,438.5502,-4.698,149.688,8.6346,7.9866,0.6642,4.941,7.9218,2092.6188,1.701,2.7216,330.318,0,0,0,0,0,17.0424
2/18/20 00:00,1632.3606,-2.9808,438.5826,-4.5036,150.984,8.6508,8.0514,0.5832,4.9896,8.0028,2091.9384,2.4786,3.564,367.578,0,0,0,0,0,16.8156
2/19/20 00:00,1632.3606,-3.4668,438.1128,-5.2002,149.526,8.4564,7.8084,0.648,4.8276,7.7436,2094.3522,1.9116,3.3048,302.292,0,0,0,0,0,16.605
2/20/20 00:00,1632.798,-3.7908,437.7402,-5.2812,151.308,8.3268,7.776,0.5508,4.8114,7.7112,2096.5392,0.6642,2.592,139.806,0,0,0,0,0,16.3944
2/21/20 00:00,1632.9438,-3.564,437.967,-4.941,151.956,8.424,7.8894,0.5184,4.8762,7.8408,2095.5348,1.7658,2.7216,250.29,0,0,0,0,0,16.1838
2/22/20 00:00,1632.717,-3.726,437.805,-5.1516,151.794,8.343,7.8246,0.5184,4.8438,7.7598,2096.118,1.7982,2.7216,323.514,0,0,0,0,0,15.9732
2/23/20 00:00,1632.6522,-3.888,437.6592,-5.2002,152.442,8.2944,7.8084,0.486,4.8276,7.7436,2096.7498,0.7614,1.5552,351.378,0,0,0,0,0,15.795
2/24/20 00:00,1632.6522,-4.0662,437.481,-5.4108,152.28,8.2296,7.7274,0.486,4.779,7.6788,2097.657,1.377,3.4344,288.198,0,0,0,0,0,15.633
2/25/20 00:00,1632.8142,-4.5846,436.9464,-5.8968,152.442,8.0352,7.5492,0.4698,4.6656,7.5006,2100.4272,2.2032,3.4344,322.542,0,0,0,0,0,15.4872
2/26/20 00:00,1633.0572,-4.5198,436.995,-5.7186,153.252,8.0514,7.614,0.4374,4.7142,7.5492,2100.4272,1.62,3.0456,249.804,0,0,0,0,0,15.3576
2/27/20 00:00,1633.3164,-4.4388,437.0598,-5.589,153.576,8.0838,7.6626,0.4212,4.7304,7.5978,2100.3462,1.0044,2.0088,231.66,0,0,0,0,0,15.228
2/28/20 00:00,1633.2678,-4.2606,437.238,-5.3622,153.9,8.1486,7.7436,0.405,4.779,7.6788,2099.3418,0.7452,1.4904,323.676,0,0,0,0,0,15.1146
2/29/20 00:00,1633.3002,-4.05,437.4324,-5.1678,153.9,8.2296,7.8084,0.405,4.8276,7.7598,2098.4022,0.6642,1.4256,342.306,0,0,0,0,0,14.985
3/1/20 00:00,1633.2354,-3.6612,437.8374,-4.7628,153.9,8.3754,7.9542,0.4212,4.9248,7.8894,2096.3448,1.539,2.8512,353.484,0,0,0,0,0,14.8554
3/2/20 00:00,1633.2192,-3.7422,437.7726,-5.0058,152.766,8.343,7.8732,0.4698,4.86,7.8084,2096.7336,2.0088,3.3696,339.876,0,0,0,0,0,14.742
3/3/20 00:00,1633.2354,-4.0986,437.4,-5.4918,151.956,8.2134,7.695,0.5022,4.7628,7.6464,2098.5804,1.62,2.7216,304.722,0,0,0,0,0,14.661
3/4/20 00:00,1633.1706,-4.3416,437.1732,-5.6538,152.442,8.1162,7.6464,0.486,4.7304,7.5816,2099.682,1.1664,2.6568,279.936,0,0,0,0,0,14.5962
3/5/20 00:00,1633.365,-4.4226,437.0598,-5.7186,152.604,8.0838,7.614,0.4698,4.7142,7.5492,2100.3624,0.7614,1.9764,264.87,0,0,0,0,0,14.5638
3/6/20 00:00,1633.2354,-4.5198,436.9788,-5.7834,152.766,8.0514,7.5978,0.4536,4.698,7.533,2100.654,1.4418,2.4948,218.862,0,0,0,0,0,14.5152
3/7/20 00:00,1633.2192,-4.6008,436.8978,-5.832,153.09,8.019,7.5816,0.4374,4.6818,7.5168,2101.059,2.2194,3.6612,212.22,0,0,0,2.4948,4.0662,14.4828
3/8/20 00:00,1633.1544,-4.6818,436.8168,-5.913,153.09,7.9866,7.5492,0.4374,4.6656,7.4844,2101.3668,1.62,3.24,272.646,0,0,1.9602,6.561,10.3194,14.4342
3/9/20 00:00,1633.1544,-4.8924,436.6062,-6.1398,152.928,7.9218,7.4682,0.4374,4.617,7.4034,2102.4198,0.5832,1.1664,307.476,0,0,3.5802,15.957,23.7654,14.4018
3/10/20 00:00,1633.1544,-4.6008,436.914,-5.7672,153.414,8.019,7.5978,0.4212,4.698,7.533,2100.9132,0.3402,0.7452,262.278,0,0,12.393,33.4692,44.4042,14.3694
3/11/20 00:00,1633.0248,-4.7142,436.8006,-6.075,152.118,7.9866,7.5006,0.486,4.6332,7.4358,2101.383,1.134,2.0088,317.682,0,0,30.3102,58.482,73.1754,14.3208
3/12/20 00:00,1632.8952,-5.0382,436.4928,-6.4638,151.632,7.857,7.3548,0.5022,4.5522,7.3062,2102.7924,1.8306,2.3976,330.804,0,0,46.2834,86.0058,99.7596,14.2722
3/13/20 00:00,1633.0734,-4.9896,436.5252,-6.318,152.28,7.8732,7.4034,0.4698,4.5846,7.3548,2102.7924,1.6524,3.1104,307.152,0,0,55.4202,113.8374,134.4762,14.2722
3/14/20 00:00,1633.2354,-4.9086,436.59,-6.3018,151.956,7.9056,7.4196,0.486,4.5846,7.3548,2102.6466,1.6038,2.3328,250.128,0,0,114.4044,175.446,192.6504,14.2722
3/15/20 00:00,1633.4136,-4.779,436.7196,-6.2532,151.308,7.9542,7.4358,0.5184,4.6008,7.371,2102.1768,1.4742,2.8188,255.474,0,0,144.7308,214.5366,237.9942,14.337
3/16/20 00:00,1633.284,-4.8762,436.6224,-6.4638,150.498,7.9218,7.3548,0.567,4.5522,7.3062,2102.517,1.4418,2.7864,275.886,0,0,199.4868,275.8374,316.1754,14.4504
3/17/20 00:00,1633.4622,-4.6008,436.8978,-6.3018,149.688,8.019,7.4196,0.6156,4.5846,7.3548,2101.383,1.0206,1.8144,80.9028,0,0,274.7844,364.0302,396.5598,14.661
3/18/20 00:00,1633.6242,-4.3254,437.1408,-6.0102,149.85,8.1324,7.5168,0.6156,4.6494,7.452,2100.2814,0.9072,1.8144,118.746,0,0,309.339,396.5598,415.0116,14.9202
3/19/20 00:00,1633.689,-3.1266,438.3396,-5.1516,147.582,8.586,7.8246,0.7614,4.8276,7.7598,2094.4818,0.4698,1.2312,200.88,0,0,340.2972,444.0906,462.5424,15.2118
3/20/20 00:00,1633.77,-2.4786,438.9876,-5.3946,141.588,8.8452,7.7274,1.1178,4.779,7.6626,2091.501,0.729,1.8468,278.964,0,0,363.1068,486.9396,509.7654,15.552
3/21/20 00:00,1633.7052,-2.025,439.425,-5.2974,139.482,9.0234,7.776,1.2474,4.7952,7.7112,2089.314,0.7614,1.944,280.746,0,0,383.6484,529.7886,552.9222,15.957
3/22/20 00:00,1633.7538,-2.0088,439.4412,-5.265,139.482,9.0396,7.776,1.2636,4.8114,7.7112,2089.2654,1.4094,2.5272,316.224,0,0,411.3504,564.1812,582.0174,16.4592
3/23/20 00:00,1633.5594,-2.1384,439.3278,-5.3298,139.968,8.9748,7.7598,1.215,4.7952,7.695,2089.638,1.2474,2.6568,324.81,0,0,448.8372,600.777,614.8548,16.9938
3/24/20 00:00,1633.5432,-1.6686,439.8138,-4.9734,139.158,9.1854,7.8894,1.296,4.8762,7.8246,2087.289,1.0854,2.0736,220.968,0,0,473.9472,626.7294,637.3728,17.5608
3/25/20 00:00,1633.5108,-1.8468,439.6194,-4.9896,140.292,9.1044,7.8732,1.215,4.8762,7.8084,2088.1638,1.2636,3.3048,155.034,0,0,490.8924,653.3136,666.4518,18.1116
3/26/20 00:00,1633.3002,-1.3446,440.154,-4.6818,138.996,9.315,7.9866,1.3284,4.941,7.9218,2085.4098,2.1546,3.3048,284.472,0,0,497.4048,678.3426,688.0302,18.63
3/27/20 00:00,1632.9924,-1.053,440.4618,-4.4874,138.51,9.4284,8.0676,1.3608,4.9896,8.0028,2083.6116,2.3976,3.9528,293.868,0,0,491.8644,702.108,715.8618,19.116
3/28/20 00:00,1633.0086,-0.6966,440.8182,-4.2606,137.7,9.5904,8.1486,1.4418,5.0382,8.0838,2081.8944,2.3652,4.941,256.284,0,0,483.3918,717.741,727.7526,19.5534
3/29/20 00:00,1632.7008,-0.648,440.8992,-4.2606,137.376,9.6066,8.1486,1.458,5.0382,8.0838,2081.2626,2.0088,4.1472,224.694,0,0,480.1356,734.3136,740.8908,19.9746
3/30/20 00:00,1632.4578,-0.0972,441.45,-3.9042,136.242,9.8496,8.2782,1.5714,5.1192,8.2134,2078.3628,1.4418,2.5272,240.894,0,0,470.6748,739.3194,744.633,20.3472
3/31/20 00:00,1632.3444,1.1016,442.6488,-3.2886,132.84,10.4004,8.5212,1.863,5.265,8.4564,2072.4822,1.134,2.592,250.614,0,0,461.8782,747.4518,759.0186,20.7036
4/1/20 00:00,1632.2958,1.5066,443.07,-3.2886,130.41,10.5786,8.5212,2.0574,5.265,8.4564,2070.522,1.3446,2.4948,242.028,0,0,459.27,760.8978,763.0848,21.0924
4/2/20 00:00,1632.2472,1.9926,443.556,-2.916,129.762,10.8216,8.667,2.1546,5.3622,8.6022,2068.0758,1.539,3.1104,288.036,0,0,452.0934,764.0244,768.7224,21.4812
4/3/20 00:00,1632.0528,2.754,444.3174,-2.6892,126.846,11.1942,8.7642,2.43,5.427,8.6994,2064.3012,2.0088,4.2768,284.796,0,0,441.6768,766.2114,769.338,21.9024
4/4/20 00:00,1631.8098,3.2076,444.8034,-2.4624,125.55,11.421,8.8452,2.5758,5.4756,8.7804,2061.8226,1.6038,3.1752,252.234,0,0,431.892,765.5958,769.9698,22.3236
4/5/20 00:00,1631.5344,4.2444,445.8564,-2.0898,121.986,11.9556,9.0072,2.9484,5.5728,8.9424,2056.6224,1.053,2.3976,309.906,0,0,401.2578,757.4634,763.0848,22.7772
4/6/20 00:00,1631.4048,4.5846,446.2128,-2.0898,120.204,12.1338,9.0072,3.1266,5.5728,8.9424,2054.889,1.4742,2.7216,228.42,0,0,373.5396,739.6272,748.6992,23.2632
4/7/20 00:00,1631.3076,4.6494,446.2776,-2.0412,120.042,12.1662,9.0234,3.159,5.589,8.9586,2054.4516,1.863,3.078,333.558,0,0,360.1746,717.1092,726.5052,23.7654
4/8/20 00:00,1631.0646,5.0058,446.6502,-1.8306,119.394,12.3606,9.1044,3.2562,5.6376,9.0396,2052.5076,1.458,3.24,290.142,0,0,353.3382,702.4158,709.6086,24.3162
4/9/20 00:00,1630.9998,6.2532,447.8976,-1.4742,114.858,13.0572,9.2502,3.7908,5.7348,9.1854,2046.627,1.3932,2.6568,323.676,0,0,342.9054,682.0848,691.1568,24.8832
4/10/20 00:00,1630.8378,6.2208,447.8976,-1.5714,114.534,13.041,9.2178,3.8232,5.7024,9.153,2046.5622,1.701,3.1104,316.386,0,0,333.7848,662.3856,672.3972,25.4664
4/11/20 00:00,1630.692,6.5286,448.2054,-1.4904,113.4,13.203,9.2502,3.969,5.7186,9.1854,2044.9746,1.1016,1.8144,349.11,0,0,318.1356,632.9826,647.6922,26.0496
4/12/20 00:00,1630.3842,5.994,447.687,-1.7658,114.696,12.9114,9.1368,3.7746,5.6538,9.072,2047.0968,2.1222,3.4344,327.726,0,0,303.4584,599.8374,617.0418,26.649
4/13/20 00:00,1630.206,5.589,447.2982,-1.7172,116.964,12.6846,9.153,3.5316,5.67,9.0882,2048.733,1.4904,3.0456,356.4,0,0,286.1892,563.8734,582.0174,27.1998
4/14/20 00:00,1630.1412,5.8968,447.606,-1.6686,115.668,12.8466,9.1692,3.6774,5.6862,9.1206,2047.2426,1.4904,2.9808,299.214,0,0,264.9996,521.3322,542.9106,27.7182
4/15/20 00:00,1630.0278,6.3018,448.0272,-1.62,113.886,13.0896,9.2016,3.888,5.7024,9.1368,2045.1852,1.539,3.3372,315.9,0,0,242.19,473.8014,497.5668,28.188
4/16/20 00:00,1629.8172,6.2694,448.011,-1.62,114.048,13.0572,9.2016,3.8718,5.7024,9.1368,2045.088,1.3284,3.1104,309.582,0,0,221.6484,425.6388,450.036,28.6254
4/17/20 00:00,1629.7362,6.9984,448.7562,-1.3446,111.8124,13.4784,9.315,4.1796,5.7672,9.2502,2041.5888,1.0044,1.7496,288.522,0,0,195.5664,372.7944,399.9942,29.0304
4/18/20 00:00,1629.7362,7.4196,449.1774,-1.215,110.484,13.7376,9.3636,4.374,5.7996,9.315,2039.6772,0.891,2.1384,342.306,0,0,169.1766,319.626,344.9466,29.3706
4/19/20 00:00,1629.7686,6.804,448.5618,-1.3932,112.5414,13.365,9.2826,4.0824,5.751,9.234,2042.5446,1.2798,1.944,335.664,0,0,141.1344,268.3368,293.6574,29.6622
4/20/20 00:00,1629.7524,6.5934,448.3512,-1.3284,113.886,13.2516,9.315,3.9366,5.7672,9.2664,2043.4518,0.81,1.4256,393.822,0,0,109.8522,219.5424,244.2474,29.8728
4/21/20 00:00,1629.7524,7.1928,448.9506,-1.1178,112.0878,13.5918,9.4122,4.1958,5.832,9.3474,2040.6978,0.5832,1.1016,301.32,0,0,77.2578,173.5668,194.5296,29.97
4/22/20 00:00,1629.7038,7.29,449.0478,-1.1826,111.2454,13.6566,9.3798,4.2768,5.8158,9.315,2040.1956,0.8748,1.5552,310.716,0,0,47.2716,131.6574,151.3728,30.0024
4/23/20 00:00,1629.5094,7.0308,448.8048,-1.4742,111.0348,13.5108,9.2502,4.2444,5.7348,9.2016,2041.2,1.2636,1.8144,358.992,0,0,25.4178,91.6272,112.266,29.9376
4/24/20 00:00,1629.4446,6.0588,447.8328,-1.8306,114.048,12.9438,9.1044,3.8232,5.6376,9.0558,2045.655,1.4742,2.2032,370.98,0,0,13.689,58.482,69.1092,29.808
4/25/20 00:00,1629.3636,5.2326,447.0066,-1.9764,117.45,12.474,9.0558,3.4344,5.6052,8.991,2049.3648,1.7496,2.592,352.674,0,0,7.5006,39.0906,48.4704,29.5488
4/26/20 00:00,1629.2502,4.8438,446.634,-2.0736,118.908,12.2634,9.0072,3.2562,5.589,8.9586,2051.001,1.7172,2.2032,364.662,0,0,2.9322,21.5784,30.0186,29.1276
4/27/20 00:00,1629.2502,4.6818,446.472,-2.1384,119.394,12.1824,8.9748,3.2076,5.5728,8.9262,2051.7624,1.7172,2.3328,373.896,0,0,0,8.7642,13.446,28.5768
4/28/20 00:00,1629.3312,4.4874,446.2776,-2.2356,119.88,12.0852,8.9424,3.1428,5.5404,8.8938,2052.7182,0.81,2.0736,372.114,0,0,0,3.1266,5.0058,27.9288
4/29/20 00:00,1629.5256,4.212,445.986,-2.3004,121.014,11.9394,8.91,3.0132,5.5242,8.8614,2054.2896,0.3888,0.7776,73.305,0,0,0,0,2.187,27.2322
4/30/20 00:00,1629.6552,3.3858,445.1598,-2.5434,124.092,11.5182,8.8128,2.6892,5.4594,8.7642,2058.2586,0.8586,1.62,99.4518,0,0,0,0,0,26.5356
5/1/20 00:00,1629.6552,2.6406,444.4146,-2.6244,127.818,11.1456,8.7804,2.349,5.4432,8.7318,2061.7254,0.4374,1.0368,119.556,0,0,0,0,0,25.8552
5/2/20 00:00,1629.7686,2.0412,443.799,-3.0942,128.466,10.8378,8.6022,2.2356,5.3298,8.5374,2064.7872,1.3932,2.3976,361.746,0,0,0,0,0,25.1586
5/3/20 00:00,1629.72,1.6686,443.4264,-3.3696,128.952,10.6596,8.4888,2.1708,5.265,8.4402,2066.4882,3.0942,4.1472,363.852,0,0,0,0,0,24.4944
5/4/20 00:00,1629.6552,1.6038,443.3616,-2.9808,131.706,10.6272,8.6346,1.9926,5.346,8.586,2066.6826,2.2518,3.4992,360.774,0,0,0,0,0,23.8302
5/5/20 00:00,1629.6066,1.377,443.151,-3.1266,132.192,10.53,8.586,1.944,5.3136,8.5374,2067.6708,2.1222,3.3696,358.182,0,0,0,0,0,23.1984
5/6/20 00:00,1629.477,1.0206,442.8108,-3.3858,132.678,10.368,8.4888,1.8792,5.265,8.4402,2069.1936,2.187,3.078,356.724,0,0,0,0,0,22.5828
5/7/20 00:00,1629.4122,0.567,442.3572,-3.8556,132.516,10.1574,8.3106,1.8468,5.1516,8.262,2071.332,1.9602,2.7216,372.438,0,0,0,0,0,22.032
5/8/20 00:00,1629.4446,0.081,441.855,-3.7584,136.08,9.9306,8.343,1.5876,5.1678,8.2944,2073.6486,0.8262,1.6848,323.514,0,0,0,0,0,21.5298
5/9/20 00:00,1629.3636,-0.1296,441.6606,-3.5802,138.51,9.8334,8.4078,1.4256,5.2164,8.3592,2074.5072,0.7128,1.3608,249.48,0,0,0,0,0,21.06
5/10/20 00:00,1629.2502,-0.3402,441.45,-3.8394,138.186,9.7362,8.3106,1.4256,5.1516,8.262,2075.382,0.4212,1.1016,132.03,0,0,0,0,0,20.6388
5/11/20 00:00,1629.234,-1.0044,440.802,-4.3578,138.996,9.4608,8.1162,1.3446,5.022,8.0676,2078.5248,0.3888,1.2312,343.926,0,0,0,0,0,20.2338
5/12/20 00:00,1629.2016,-2.1384,439.668,-5.4432,139.158,8.991,7.7112,1.2636,4.779,7.6788,2084.049,0.648,1.4256,102.3678,0,0,0,0,0,19.8288
5/13/20 00:00,1629.2502,-2.3004,439.506,-4.8276,144.18,8.9262,7.938,0.9882,4.9248,7.8894,2084.7456,0.9396,1.8144,177.228,0,0,0,0,0,19.4238
5/14/20 00:00,1629.2178,-2.1222,439.6842,-4.4064,145.962,8.991,8.1,0.891,5.022,8.0514,2083.8384,0.3078,0.648,378.918,0,0,0,0,0,18.9864
5/15/20 00:00,1629.0882,-2.1546,439.668,-4.536,145.152,8.9748,8.0514,0.9396,4.9896,8.0028,2083.806,0.81,1.3284,340.524,0,0,0,0,0,18.5652
5/16/20 00:00,1628.8938,-2.2356,439.6032,-4.5684,145.476,8.9424,8.0352,0.9072,4.9734,7.9866,2083.9518,0.4536,1.0368,184.032,0,0,0,0,0,18.144
5/17/20 00:00,1629.0234,-2.2032,439.6194,-4.7142,144.342,8.9586,7.9866,0.972,4.941,7.938,2084.0166,0.81,1.7496,266.166,0,0,0,0,0,17.7714
5/18/20 00:00,1628.9586,-2.3976,439.4412,-4.7628,145.314,8.8776,7.9704,0.9072,4.941,7.9218,2084.8428,0.9396,2.0088,248.022,0,0,0,0,0,17.4474
5/19/20 00:00,1628.8452,-3.0132,438.8256,-5.4594,144.666,8.6346,7.7112,0.9234,4.779,7.6626,2087.7102,1.2636,1.944,293.544,0,0,0,0,0,17.1396
5/20/20 00:00,1628.7318,-3.483,438.3558,-5.6214,146.772,8.4402,7.6464,0.7938,4.7466,7.614,2089.8972,1.62,2.3976,283.824,0,0,0,0,0,16.8642
5/21/20 00:00,1628.6508,-3.5316,438.3234,-5.346,149.04,8.424,7.7598,0.6804,4.8114,7.7112,2089.962,1.0692,2.3652,200.232,0,0,0,0,0,16.6374
5/22/20 00:00,1628.6184,-3.6288,438.2262,-5.3784,149.364,8.3916,7.7436,0.648,4.7952,7.695,2090.3508,0.8424,1.7496,223.236,0,0,0,0,0,16.4106
5/23/20 00:00,1628.5212,-4.1634,437.7078,-5.8968,149.526,8.181,7.5654,0.6318,4.6818,7.5168,2092.878,1.2798,2.3328,265.194,0,0,0,0,0,16.2
5/24/20 00:00,1628.4402,-4.5036,437.3676,-6.1236,150.336,8.0514,7.4844,0.5832,4.6332,7.4358,2094.4656,1.944,3.3372,226.314,0,0,0,0,0,15.9894
5/25/20 00:00,1628.2944,-4.617,437.2704,-5.994,151.956,8.019,7.5168,0.5022,4.6656,7.4844,2094.7734,0.8262,2.4948,52.9578,0,0,0,0,0,15.7788
5/26/20 00:00,1628.2134,-4.779,437.1084,-6.1722,151.794,7.9542,7.452,0.5022,4.617,7.4196,2095.47,0.7128,1.3608,285.444,0,0,0,0,0,15.5844
5/27/20 00:00,1628.1162,-5.2002,436.6872,-6.561,152.118,7.8084,7.3224,0.4698,4.536,7.29,2097.4788,0.7128,1.1016,341.82,0,0,0,0,0,15.3738
5/28/20 00:00,1628.0352,-4.9572,436.9302,-6.1398,153.414,7.8894,7.4682,0.4212,4.6332,7.4358,2096.1342,1.0368,2.0736,241.866,0,0,0,0,0,15.147
5/29/20 00:00,1627.8408,-4.86,437.0436,-6.1236,152.766,7.9218,7.4682,0.4536,4.6332,7.4358,2095.4214,1.0368,1.6848,297.918,0,0,0,0,0,14.9364
5/30/20 00:00,1627.7112,-5.2002,436.7196,-6.5286,152.28,7.8084,7.3386,0.4698,4.5522,7.3062,2096.9442,1.944,3.9528,278.316,0,0,0,0,0,14.742
5/31/20 00:00,1627.5168,-5.2974,436.6386,-6.561,152.766,7.776,7.3224,0.4374,4.536,7.29,2097.1386,1.6686,3.4344,174.96,0,0,0,0,0,14.5476
6/1/20 00:00,1627.4682,-5.3622,436.5738,-6.6096,152.928,7.7436,7.3062,0.4374,4.536,7.2738,2097.3978,1.134,2.0088,176.418,0,0,0,0,0,14.3694
6/2/20 00:00,1627.3548,-5.4918,436.4604,-6.6582,153.414,7.695,7.29,0.405,4.5198,7.2576,2097.8838,1.0044,2.3328,241.218,0,0,0,0,0,14.175
6/3/20 00:00,1627.3062,-5.427,436.5414,-6.561,153.576,7.7274,7.3224,0.405,4.536,7.29,2097.4626,1.2474,3.1428,71.361,0,0,0,0,0,13.9806
6/4/20 00:00,1627.4844,-5.3298,436.6062,-6.4638,153.738,7.7598,7.3548,0.3888,4.5684,7.3224,2097.2682,0.6156,1.2312,132.192,0,0,0,0,0,13.77
6/5/20 00:00,1627.3872,-5.1678,436.7844,-6.3828,153.09,7.8246,7.3872,0.4374,4.5846,7.3548,2096.3124,0.243,0.5184,578.178,0,0,0,0,0,13.5594
6/6/20 00:00,1627.209,-5.184,436.7844,-6.4638,152.604,7.8084,7.3548,0.4536,4.5684,7.3224,2096.1666,0.6642,1.4904,327.24,0,0,0,0,0,13.3488
6/7/20 00:00,1627.047,-5.3784,436.59,-6.8526,151.308,7.7436,7.2252,0.5184,4.4874,7.1928,2097.009,0.6804,1.1016,306.666,0,0,0,0,0,13.1544
6/8/20 00:00,1626.9336,-5.0058,436.9788,-6.5286,150.984,7.8732,7.3386,0.5346,4.5522,7.3062,2094.984,0.5832,1.0368,293.22,0,0,0,0,0,13.0086
6/9/20 00:00,1626.9498,-4.7952,437.1894,-6.966,146.448,7.9542,7.1928,0.7614,4.455,7.1604,2094.0606,0.567,1.5876,266.004,0,0,0,0,0,12.879
6/10/20 00:00,1626.9012,-5.6052,436.3956,-7.9218,145.314,7.6626,6.8688,0.7938,4.2606,6.8364,2098.0296,1.1826,2.0736,286.254,0,0,0,0,0,12.7818
